TimesUsed,OftenText,OftenVideo,OftenPhone,OftenSocialMedia,OftenSoloGame,OftenMultiplay,OftenEntertain,OftenCultural,OftenCreative,FeatureTalkFriends,FeatureTalkStranger,FeatureScreenshot,DataPriv,PrivFeatUsed,ControlPriv,BiometricDevelop,BiometricMarket,BiometricSellAnon,BiometricSellData,SoloVMulti,UseVRGames,UseVRUnique,UseVRImmersive,UseVRFriends,UseVRStrangers,UseVRAlone,UseVRDemo,PrimaryUseVR,WishFriends,VRAlone,Lonely,ConnectPeople,NegSocExperience,HarrBubble,HarrInvisib,HarrMute,HarrBlock,HarrLive,HarrVoice,IdealAvatar,WorkTime,HoursVR,USLive,State,GenderID,ConsiderHarrassment,DescribHarr,Howlong,Country
More than once a week,Daily,Monthly,Daily,Daily,2 + times per week,Rarely,Rarely,Never used,Rarely,Very unimportant,Neutral,Very unimportant,Important,"Password manager (Last Pass, 1Password), Adblocker software",Somewhat,Acceptable,Neutral,Neutral,Unacceptable,I spend significantly more time in single-user/solo than in multi-user experiences.,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Strongly agree,Strongly disagree,Play games,Agree,Agree,Disagree,Disagree,Rude gestures,Don't know/NA,Don't know/NA,Don't know/NA,Don't know/NA,Don't know/NA,Don't know/NA,It looks like me.,I don't use VR in my work.,2-5 hours,Yes,California,Female,No,"Aww, people just make that sex gesture a lot. You know the one: index finger of one hand poked through the circle of index and thumb on the other. It's childish...but I'm not sure it was harassment.",Less than 3 months,NA
More than once a week,Daily,Rarely,Daily,Daily,2 + times per week,2 + times per week,Rarely,Rarely,Rarely,Very important,Important,Unimportant,Very important,"Two-factor authentication (Authy, Google Authenticator, SMS codes), Encrypted texts (Signal, WhatsApp), Adblocker software",Somewhat,Unacceptable,Unacceptable,Unacceptable,Unacceptable,I spend significantly more time in multi-user than in single-user/solo experiences.,Strongly agree,Agree,Strongly agree,Agree,Disagree,Agree,Disagree,Play games,Agree,Disagree,Disagree,Disagree,I have experienced none of these,Ineffective,Neutral,Strongly effective,Effective,Neutral,Ineffective,"It looks like me., The graphics look realistic.",I don't use VR in my work.,6-10 hours,No,NA,Male,No,NA,More than a year,United Kingdom
2-3x/month,Daily,Once a week,Once a week,Daily,Monthly,Rarely,Monthly,Once a week,Once a week,Neutral,Unimportant,Neutral,Important,"Two-factor authentication (Authy, Google Authenticator, SMS codes), Encrypted texts (Signal, WhatsApp), VPN<d5>s (NordNet, Private Internet Access, Tunnel Bear)",Somewhat,Somewhat acceptable,Somewhat acceptable,Neutral,Somewhat unacceptable,I spend significantly more time in single-user/solo than in multi-user experiences.,Agree,Strongly agree,Agree,Strongly disagree,Strongly disagree,Strongly agree,Disagree,Unique experiences,Disagree,Agree,Agree,Disagree,I have experienced none of these,Neutral,Neutral,Effective,Neutral,Effective,Neutral,"It looks non-human (robot/animal)., The graphics look realistic.",I don't use VR in my work.,1 hour or less,Yes,California,Female,I don't know/Not applicable,NA,Between 6 months and a year,NA
More than once a week,Daily,Rarely,Once a week,Daily,2 + times per week,2 + times per week,Rarely,Once a week,Once a week,Neutral,Neutral,Neutral,Important,"Two-factor authentication (Authy, Google Authenticator, SMS codes), Encrypted texts (Signal, WhatsApp), Anonymous browsers/proxies (Tor), VPN<d5>s (NordNet, Private Internet Access, Tunnel Bear)",Very little,Acceptable,Acceptable,Somewhat unacceptable,Unacceptable,I spend slightly more time in single-user/solo than multi-user experiences.,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Strongly agree,Strongly agree,Play games,Disagree,Strongly agree,Strongly disagree,Agree,"Sexually suggestive or sexist comments, Racist or homophobic comments",Don't know/NA,Effective,Effective,Effective,Effective,Ineffective,It looks non-human (robot/animal).,I don't use VR in my work.,11-20 hours,No,NA,Male,No,NA,More than a year,Australia
More than once a week,Daily,Daily,Daily,Daily,2 + times per week,Monthly,2 + times per week,2 + times per week,2 + times per week,Important,Unimportant,Very important,Very important,"Two-factor authentication (Authy, Google Authenticator, SMS codes), Password manager (Last Pass, 1Password), Anonymous browsers/proxies (Tor), Adblocker software, VPN<d5>s (NordNet, Private Internet Access, Tunnel Bear)",Somewhat,Somewhat acceptable,Somewhat acceptable,Somewhat unacceptable,Unacceptable,I spend significantly more time in single-user/solo than in multi-user experiences.,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Unique experiences,Strongly agree,Disagree,Strongly agree,Disagree,I have experienced none of these,Neutral,Effective,Effective,Strongly effective,Effective,Neutral,The graphics look realistic.,Over half of my time in VR is work-related.,6-10 hours,Yes,Washington,Male,I don't know/Not applicable,NA,More than a year,NA
More than once a week,Never used,Never used,2+ times per week,Rarely,2 + times per week,Daily,Daily,2 + times per week,Monthly,Neutral,Neutral,Unimportant,Very important,Don't know/Prefer not to answer,Somewhat,Somewhat acceptable,Somewhat unacceptable,Unacceptable,Unacceptable,I spend slightly more time in single-user/solo than multi-user experiences.,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Play games,Disagree,Agree,Disagree,Disagree,I have experienced none of these,Neutral,Neutral,Strongly effective,Effective,Effective,Ineffective,It looks like me.,I don't use VR in my work.,More than 20 hours,No,NA,Male,No,NA,Between 6 months and a year,uk
More than once a week,Daily,Daily,Never used,Daily,Never used,Never used,Rarely,Monthly,Never used,Important,Very important,Important,Very important,"Two-factor authentication (Authy, Google Authenticator, SMS codes), Encrypted texts (Signal, WhatsApp)",Somewhat,Acceptable,Somewhat acceptable,Neutral,Unacceptable,I spend slightly more time in multi-user than in single-user/solo experiences.,Agree,Agree,Strongly agree,Disagree,Disagree,Agree,Strongly agree,Research,Disagree,Agree,Disagree,Disagree,I have experienced none of these,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,"It looks like me., The graphics look like a cartoon.",Over half of my time in VR is work-related.,6-10 hours,No,NA,Female,I don't know/Not applicable,NA,More than a year,Italy
2-3x/month,Daily,2+ times per week,Daily,Daily,Monthly,Monthly,Monthly,Monthly,Monthly,Very important,Neutral,Very important,Very important,"Two-factor authentication (Authy, Google Authenticator, SMS codes), Password manager (Last Pass, 1Password), Adblocker software",Somewhat,Acceptable,Acceptable,Somewhat acceptable,Unacceptable,I spend slightly more time in single-user/solo than multi-user experiences.,Agree,Agree,Strongly agree,Agree,Disagree,Strongly disagree,Strongly agree,Unique experiences,Strongly agree,Disagree,Strongly agree,Agree,"Catcalling/lewd noises, Rude gestures",Strongly effective,Strongly effective,Strongly effective,Strongly effective,Effective,Neutral,"It looks like me., The graphics look like a cartoon.",I don't use VR in my work.,1 hour or less,Yes,Texas,Male,Yes,NA,More than a year,NA
More than once a week,Daily,Rarely,Rarely,Daily,Once a week,Rarely,Rarely,2 + times per week,Rarely,Don't know/NA,Don't know/NA,Very unimportant,Very important,"Two-factor authentication (Authy, Google Authenticator, SMS codes), Password manager (Last Pass, 1Password), Encrypted texts (Signal, WhatsApp), Adblocker software, VPN<d5>s (NordNet, Private Internet Access, Tunnel Bear)",Very little,Somewhat acceptable,Neutral,Somewhat unacceptable,Unacceptable,I spend significantly more time in single-user/solo than in multi-user experiences.,Disagree,Strongly agree,Strongly agree,Disagree,Strongly disagree,Agree,Strongly agree,Get work done,Strongly disagree,Agree,Strongly disagree,Strongly disagree,"Violent comments or threats, Sexually suggestive or sexist comments, Racist or homophobic comments, Catcalling/lewd noises, Rude gestures, Groping",Neutral,Neutral,Neutral,Effective,Strongly effective,Effective,"It looks like me., The graphics look like a cartoon.",Over half of my time in VR is work-related.,6-10 hours,No,NA,Male,I don't know/Not applicable,NA,More than a year,The Netherlands
About once a week,Daily,Monthly,Once a week,Daily,Once a week,Rarely,Monthly,Monthly,Monthly,Important,Unimportant,Very unimportant,Very important,"Encrypted texts (Signal, WhatsApp), Anonymous browsers/proxies (Tor), VPN<d5>s (NordNet, Private Internet Access, Tunnel Bear)",Very little,Somewhat acceptable,Somewhat acceptable,Unacceptable,Unacceptable,I spend significantly more time in single-user/solo than in multi-user experiences.,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Agree,Strongly agree,Unique experiences,Agree,Agree,Agree,Disagree,Rude gestures,Effective,Neutral,Effective,Strongly effective,Strongly effective,Effective,It looks like me.,I don't use VR in my work.,2-5 hours,No,NA,Male,No,NA,More than a year,UK
More than once a week,Never used,Never used,Never used,Never used,Daily,2 + times per week,Once a week,Once a week,2 + times per week,Very unimportant,Very unimportant,Very unimportant,Very important,Adblocker software,Very little,Acceptable,Unacceptable,Unacceptable,Unacceptable,I spend significantly more time in single-user/solo than in multi-user experiences.,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Play games,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,I have experienced none of these,Strongly ineffective,Strongly effective,Strongly effective,Strongly effective,Strongly effective,Strongly ineffective,The graphics look realistic.,I don't use VR in my work.,More than 20 hours,Yes,Texas,Male,I don't know/Not applicable,NA,More than a year,NA
More than once a week,Daily,Monthly,Monthly,Daily,Once a week,Rarely,Rarely,Rarely,Monthly,Neutral,Unimportant,Important,Very important,"Two-factor authentication (Authy, Google Authenticator, SMS codes), Encrypted texts (Signal, WhatsApp), Anonymous browsers/proxies (Tor), Adblocker software",Very little,Acceptable,Acceptable,Somewhat acceptable,Unacceptable,I spend slightly more time in multi-user than in single-user/solo experiences.,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Strongly agree,Strongly agree,Get work done,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,I have experienced none of these,Neutral,Effective,Effective,Effective,Effective,Effective,"It looks non-human (robot/animal)., The graphics look like a cartoon.",Over half of my time in VR is work-related.,2-5 hours,Yes,California,Female,I don't know/Not applicable,NA,More than a year,NA
More than once a week,Daily,2+ times per week,Once a week,Daily,Daily,Once a week,2 + times per week,Monthly,Monthly,Neutral,Neutral,Neutral,Important,"Two-factor authentication (Authy, Google Authenticator, SMS codes), Password manager (Last Pass, 1Password), Encrypted texts (Signal, WhatsApp), Adblocker software, VPN<d5>s (NordNet, Private Internet Access, Tunnel Bear)",Very little,Neutral,Neutral,Somewhat acceptable,Unacceptable,I spend significantly more time in single-user/solo than in multi-user experiences.,Agree,Strongly agree,Strongly agree,Disagree,Disagree,Agree,Agree,Get work done,Disagree,Agree,Agree,Disagree,I have experienced none of these,Effective,Effective,Effective,Effective,Strongly effective,Effective,The graphics look realistic.,Less than half of my time in VR is work-related.,6-10 hours,Yes,North Carolina,Male,I don't know/Not applicable,NA,Less than 3 months,NA
2-3x/month,Daily,Daily,2+ times per week,Daily,Never used,Rarely,Monthly,Monthly,Monthly,Neutral,Very unimportant,Important,Very important,"Two-factor authentication (Authy, Google Authenticator, SMS codes), Password manager (Last Pass, 1Password), Adblocker software, VPN<d5>s (NordNet, Private Internet Access, Tunnel Bear)",Very little,Somewhat acceptable,Somewhat acceptable,Unacceptable,Unacceptable,I spend significantly more time in single-user/solo than in multi-user experiences.,Agree,Agree,Agree,Disagree,Strongly disagree,Agree,Disagree,Unique experiences,Strongly disagree,Strongly agree,Strongly disagree,Disagree,I don't visit any public chat rooms or spaces in VR to avoid all of these things,Effective,Effective,Effective,Effective,Neutral,Neutral,It looks non-human (robot/animal).,I don't use VR in my work.,1 hour or less,Yes,Pennsylvania,Female,I don't know/Not applicable,NA,Between 3 months and 6 months,NA
More than once a week,Daily,Rarely,Daily,Daily,2 + times per week,Never used,Rarely,Rarely,Rarely,Very unimportant,Very unimportant,Very unimportant,Very important,"Two-factor authentication (Authy, Google Authenticator, SMS codes), Adblocker software",Somewhat,Acceptable,Somewhat acceptable,Somewhat unacceptable,Unacceptable,I spend significantly more time in single-user/solo than in multi-user experiences.,Strongly agree,Agree,Agree,Strongly disagree,Strongly disagree,Strongly agree,Agree,Play games,Disagree,Strongly agree,Strongly disagree,Strongly disagree,I have experienced none of these,Effective,Effective,Strongly effective,Strongly effective,Effective,Neutral,The graphics look like a cartoon.,I don't use VR in my work.,6-10 hours,Yes,Texas,Male,I don't know/Not applicable,NA,Between 3 months and 6 months,NA
2-3x/month,Daily,Rarely,Daily,Daily,Once a week,Once a week,Rarely,Once a week,Once a week,Important,Neutral,Important,Very important,"Two-factor authentication (Authy, Google Authenticator, SMS codes), Encrypted texts (Signal, WhatsApp), Anonymous browsers/proxies (Tor), Adblocker software",Somewhat,Somewhat acceptable,Acceptable,Neutral,Unacceptable,I spend significantly more time in multi-user than in single-user/solo experiences.,Agree,Strongly agree,Agree,Agree,Agree,Disagree,Strongly agree,Research,Disagree,Disagree,Disagree,Strongly agree,"Violent comments or threats, Sexually suggestive or sexist comments, Racist or homophobic comments, Catcalling/lewd noises, Rude gestures, Have overheard/seen most of this more than I have experienced it directly.",Effective,Strongly effective,Effective,Strongly effective,Effective,Neutral,"It looks like me., It looks non-human (robot/animal)., It doesn't look like me.",Over half of my time in VR is work-related.,1 hour or less,Yes,Texas,Male,I don't know/Not applicable,NA,More than a year,NA
More than once a week,Daily,2+ times per week,Daily,Daily,2 + times per week,Once a week,2 + times per week,Once a week,Once a week,Important,Neutral,Unimportant,Very important,"Two-factor authentication (Authy, Google Authenticator, SMS codes), Password manager (Last Pass, 1Password), VPN<d5>s (NordNet, Private Internet Access, Tunnel Bear)",Not at all,Acceptable,Acceptable,Somewhat acceptable,Unacceptable,I spend slightly more time in single-user/solo than multi-user experiences.,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Unique experiences,Agree,Disagree,Agree,Agree,"Sexually suggestive or sexist comments, Rude gestures",Effective,Effective,Effective,Strongly effective,Effective,Ineffective,The graphics look realistic.,I don't use VR in my work.,2-5 hours,Yes,Utah,Male,No,NA,More than a year,NA
